task_id,attempt_index_for_task,attempt_count_for_task,source_root,run_dir,trial_name,trial_path,started_at,finished_at,batch_timestamp,latest_sort_key,reward,verify_status,selected_latest,selection_status,selected_trial_path_for_task
sparql-university,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,sparql-university__7tjr9qG,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sparql-university__7tjr9qG,2026-07-29T16:28:18.850154Z,2026-07-29T16:28:26.632035Z,2026-07-29__19-36-33,"[1785353793.0,1785342498.850154,1785342506.632035,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sparql-university__7tjr9qG/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-33-29/sparql-university__n8f4yNS
sparql-university,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__00-33-29,sparql-university__n8f4yNS,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-33-29/sparql-university__n8f4yNS,2026-08-02T16:33:30.198364Z,2026-08-02T16:47:11.641062Z,2026-08-03__00-33-29,"[1785717209.0,1785688410.198364,1785689231.641062,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-33-29/sparql-university__n8f4yNS/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-33-29/sparql-university__n8f4yNS
sqlite-db-truncate,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,sqlite-db-truncate__DNoTTop,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sqlite-db-truncate__DNoTTop,2026-07-30T02:06:15.660558Z,2026-07-30T02:19:05.861113Z,2026-07-29__19-36-33,"[1785353793.0,1785377175.660558,1785377945.861113,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sqlite-db-truncate__DNoTTop/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sqlite-db-truncate__DNoTTop
sqlite-with-gcov,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,sqlite-with-gcov__UDYdLFX,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sqlite-with-gcov__UDYdLFX,2026-07-29T14:00:41.905930Z,2026-07-29T14:10:50.094028Z,2026-07-29__19-36-33,"[1785353793.0,1785333641.90593,1785334250.094028,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sqlite-with-gcov__UDYdLFX/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sqlite-with-gcov__UDYdLFX
torch-pipeline-parallelism,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,torch-pipeline-parallelism__iioR7V9,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/torch-pipeline-parallelism__iioR7V9,2026-07-30T13:01:43.917642Z,2026-07-30T13:16:56.837013Z,2026-07-29__19-36-33,"[1785353793.0,1785416503.917642,1785417416.837013,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/torch-pipeline-parallelism__iioR7V9/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/torch-pipeline-parallelism__iioR7V9
torch-tensor-parallelism,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,torch-tensor-parallelism__NQh3CwR,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/torch-tensor-parallelism__NQh3CwR,2026-07-30T08:30:47.369229Z,2026-07-30T08:30:53.419948Z,2026-07-29__19-36-33,"[1785353793.0,1785400247.369229,1785400253.419948,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/torch-tensor-parallelism__NQh3CwR/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-52-58/torch-tensor-parallelism__dptG8QM
torch-tensor-parallelism,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__16-52-58,torch-tensor-parallelism__dptG8QM,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-52-58/torch-tensor-parallelism__dptG8QM,2026-08-03T08:52:58.781637Z,2026-08-03T09:45:55.756365Z,2026-08-03__16-52-58,"[1785775978.0,1785747178.781637,1785750355.756365,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-52-58/torch-tensor-parallelism__dptG8QM/result.json""]",,missing,True,selected_without_numeric_verifier,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-52-58/torch-tensor-parallelism__dptG8QM
train-fasttext,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,train-fasttext__rKNAeLX,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/train-fasttext__rKNAeLX,2026-07-30T04:38:58.719619Z,2026-07-30T04:56:19.590013Z,2026-07-29__19-36-33,"[1785353793.0,1785386338.719619,1785387379.590013,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/train-fasttext__rKNAeLX/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-15-00/train-fasttext__DmjqdTq
train-fasttext,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__13-15-00,train-fasttext__DmjqdTq,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-15-00/train-fasttext__DmjqdTq,2026-08-03T05:15:01.237415Z,2026-08-03T07:19:06.582581Z,2026-08-03__13-15-00,"[1785762900.0,1785734101.237415,1785741546.582581,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-15-00/train-fasttext__DmjqdTq/result.json""]",,missing,True,selected_without_numeric_verifier,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-15-00/train-fasttext__DmjqdTq
tune-mjcf,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,tune-mjcf__YEii2cq,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/tune-mjcf__YEii2cq,2026-07-30T00:51:23.069844Z,2026-07-30T01:22:04.181103Z,2026-07-29__19-36-33,"[1785353793.0,1785372683.069844,1785374524.181103,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/tune-mjcf__YEii2cq/result.json""]",0,no_pass,True,selected_excluded_task,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/tune-mjcf__YEii2cq
video-processing,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,video-processing__xpz7Pti,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/video-processing__xpz7Pti,2026-07-29T13:02:28.973013Z,2026-07-29T13:02:34.718251Z,2026-07-29__19-36-33,"[1785353793.0,1785330148.973013,1785330154.718251,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/video-processing__xpz7Pti/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-35-33/video-processing__dmjKwBT
video-processing,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__11-35-33,video-processing__dmjKwBT,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-35-33/video-processing__dmjKwBT,2026-08-03T03:35:34.170240Z,2026-08-03T04:25:59.509618Z,2026-08-03__11-35-33,"[1785756933.0,1785728134.17024,1785731159.509618,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-35-33/video-processing__dmjKwBT/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-35-33/video-processing__dmjKwBT
vulnerable-secret,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,vulnerable-secret__L8cubwm,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/vulnerable-secret__L8cubwm,2026-07-30T01:22:04.193597Z,2026-07-30T01:25:05.505624Z,2026-07-29__19-36-33,"[1785353793.0,1785374524.193597,1785374705.505624,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/vulnerable-secret__L8cubwm/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/vulnerable-secret__L8cubwm
winning-avg-corewars,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,winning-avg-corewars__x5s4avf,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/winning-avg-corewars__x5s4avf,2026-07-30T06:13:37.028800Z,2026-07-30T06:23:30.518767Z,2026-07-29__19-36-33,"[1785353793.0,1785392017.0288,1785392610.518767,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/winning-avg-corewars__x5s4avf/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/winning-avg-corewars__x5s4avf
write-compressor,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,write-compressor__BrwtFbu,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/write-compressor__BrwtFbu,2026-07-30T08:04:46.686808Z,2026-07-30T08:04:52.779842Z,2026-07-29__19-36-33,"[1785353793.0,1785398686.686808,1785398692.779842,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/write-compressor__BrwtFbu/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-09-45/write-compressor__hXHvyBd
write-compressor,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__00-09-45,write-compressor__hXHvyBd,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-09-45/write-compressor__hXHvyBd,2026-08-02T16:09:45.798244Z,2026-08-02T16:33:24.920388Z,2026-08-03__00-09-45,"[1785715785.0,1785686985.798244,1785688404.920388,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-09-45/write-compressor__hXHvyBd/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-09-45/write-compressor__hXHvyBd
